,id,scholar_id,title,abstract,bib_id,journal,number,pages,pub_type,pub_year,publisher,venue,volume,num_citations,gsrank,citedby_url,eprint_url,pub_url,url_add_sclib,url_related_articles,url_scholarbib,search_term,depth,fetched_citations
1894,1895,u2hFoFLx6uUJ,Prompt administration of antibiotics is associated with improved outcomes in febrile neutropenia in children with cancer,"Predictor Variable TTA was defined as the time in minutes from presentation to either triage  (emergency department [ED]),  Univariate mixed regression models (logistic for composite AE",fletcher2013prompt,Pediatric blood \& cancer,8,1299--1306,article,2013.0,Wiley Online Library,Pediatric blood & …,60.0,127,996,"/scholar?cites=16567319516414306491&as_sdt=5,33&sciodt=1,33&hl=en",https://www.slaop.org/pdf/531Infecao%20Prompt%20administration%20of%20antibiotics%20is%20associated%20with%20improved%20outcomes%20in%20febrile%20neutropenia%20in%20children%20with%20cancer.pdf,https://onlinelibrary.wiley.com/doi/abs/10.1002/pbc.24485,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D990%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=u2hFoFLx6uUJ&ei=NGF_Y5fCBZCXywTpjZ64Bw&json=","/scholar?q=related:u2hFoFLx6uUJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:u2hFoFLx6uUJ:scholar.google.com/&output=cite&scirp=995&hl=en,"""emergency department"" prediction model",0,0
1897,1898,WEVNqIP67nAJ,Pediatric specific shock index accurately identifies severely injured children,"at emergency department presentation and elevated shock index, pediatric age adjusted  (SIPA) to predict  Multiple logistic regression was performed to model the relationship between",acker2015pediatric,Journal of pediatric surgery,2,331--334,article,2015.0,Elsevier,Journal of pediatric …,50.0,144,999,"/scholar?cites=8137717020076361048&as_sdt=5,33&sciodt=1,33&hl=en",,https://www.sciencedirect.com/science/article/pii/S0022346814004928,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bprediction%2Bmodel%26hl%3Den%26start%3D990%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=WEVNqIP67nAJ&ei=NGF_Y5fCBZCXywTpjZ64Bw&json=","/scholar?q=related:WEVNqIP67nAJ:scholar.google.com/&scioq=%22emergency+department%22+prediction+model&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:WEVNqIP67nAJ:scholar.google.com/&output=cite&scirp=998&hl=en,"""emergency department"" prediction model",0,0
1900,1901,WuMt8nHMivEJ,Suicidal ideation is insensitive to suicide risk after emergency department discharge: Performance characteristics of the Columbia-Suicide Severity Rating Scale Screener,"Risk stratification could further benefit from the advancing science of suicide risk assessment,  for example, by applying machine learning and artificial intelligence to build predictive",simpson2021suicidal,Academic Emergency Medicine,6,621--629,article,2021.0,Wiley Online Library,Academic …,28.0,14,422,"/scholar?cites=17404948499693167450&as_sdt=5,33&sciodt=1,33&hl=en",https://onlinelibrary.wiley.com/doi/pdf/10.1111/acem.14198,https://onlinelibrary.wiley.com/doi/abs/10.1111/acem.14198,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D420%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=WuMt8nHMivEJ&ei=2Ih_Y4mJDOqK6rQP7ZGx8A4&json=","/scholar?q=related:WuMt8nHMivEJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:WuMt8nHMivEJ:scholar.google.com/&output=cite&scirp=421&hl=en,"""emergency department"" machine learning",0,0
1901,1902,mrJLNptstBAJ,Pediatric psychiatric emergency department utilization and fine particulate matter: a case-crossover study,"After harmonization of the spatiotemporal data sets to a 1 × 1 km grid, we trained machine  learning models, specifically random forest models, to predict PM 2.5 concentrations. Cross",brokamp2019pediatric,Environmental health perspectives,9,097006,article,2019.0,,Environmental health …,127.0,35,423,"/scholar?cites=1203706414301426330&as_sdt=5,33&sciodt=1,33&hl=en",https://ehp.niehs.nih.gov/doi/full/10.1289/EHP4815,https://ehp.niehs.nih.gov/doi/abs/10.1289/EHP4815,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D420%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=mrJLNptstBAJ&ei=2Ih_Y4mJDOqK6rQP7ZGx8A4&json=","/scholar?q=related:mrJLNptstBAJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:mrJLNptstBAJ:scholar.google.com/&output=cite&scirp=422&hl=en,"""emergency department"" machine learning",0,0
1902,1903,zfWSMAUBMHgJ,A novel cardiovascular risk stratification model incorporating ECG and heart rate variability for patients presenting to the emergency department with chest pain,A risk stratification device could employ machine learning techniques that reduce information  loss occurring during the construction of multivariable linear association models. There are,heldeweg2016novel,Critical Care,1,1--9,article,2016.0,Springer,Critical Care,20.0,40,424,"/scholar?cites=8660423205234865613&as_sdt=5,33&sciodt=1,33&hl=en",https://link.springer.com/article/10.1186/s13054-016-1367-5,https://link.springer.com/article/10.1186/s13054-016-1367-5,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D420%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=zfWSMAUBMHgJ&ei=2Ih_Y4mJDOqK6rQP7ZGx8A4&json=","/scholar?q=related:zfWSMAUBMHgJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:zfWSMAUBMHgJ:scholar.google.com/&output=cite&scirp=423&hl=en,"""emergency department"" machine learning",0,0
1903,1904,nre5iIhrl_UJ,Comparing logistic regression models with alternative machine learning methods to predict the risk of drug intoxication mortality,"In the United Kingdom, more than 80,000 people are admitted to an emergency department  due to drug intoxication every year, and more than 1,000 die [35]. In the United States, more",choi2020comparing,International journal of environmental research and public health,3,897,article,2020.0,MDPI,International journal of environmental research and …,17.0,15,425,"/scholar?cites=17696731494929250206&as_sdt=5,33&sciodt=1,33&hl=en",https://www.mdpi.com/1660-4601/17/3/897/pdf,https://www.mdpi.com/629910,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D420%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=nre5iIhrl_UJ&ei=2Ih_Y4mJDOqK6rQP7ZGx8A4&json=","/scholar?q=related:nre5iIhrl_UJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:nre5iIhrl_UJ:scholar.google.com/&output=cite&scirp=424&hl=en,"""emergency department"" machine learning",0,0
1905,1906,4gOoyObYyWMJ,Models for Implementing Emergency Department--Initiated Buprenorphine With Referral for Ongoing Medication Treatment at Emergency Department Discharge in Diverse Academic Centers,Site C used machine learning methods integrated into the electronic medical recordto  improve case finding using historical ICD-10 codes and medication lists to identify patients with,whiteside2022models,Annals of emergency medicine,5,410--419,article,2022.0,Elsevier,Annals of emergency …,80.0,1,427,"/scholar?cites=7190516765794239458&as_sdt=5,33&sciodt=1,33&hl=en",,https://www.sciencedirect.com/science/article/pii/S0196064422003341,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D420%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=4gOoyObYyWMJ&ei=2Ih_Y4mJDOqK6rQP7ZGx8A4&json=",,/scholar?hl=en&q=info:4gOoyObYyWMJ:scholar.google.com/&output=cite&scirp=426&hl=en,"""emergency department"" machine learning",0,0
1907,1908,Khl5dV4AfBUJ,Emergency department patients in the early months of the coronavirus disease 2019 (COVID-19) pandemic—what have we learned?,"While attention was focused on the alarming increases in the number of patients going to  emergency departments (EDs) in Seattle, Detroit, Chicago, and New York City in March and",kocher2020emergency,,6,e200705--e200705,inproceedings,2020.0,,JAMA Health Forum,1.0,18,430,"/scholar?cites=1548112777606404394&as_sdt=5,33&sciodt=1,33&hl=en",https://jamanetwork.com/journals/jama-health-forum/fullarticle/2767238,https://jamanetwork.com/journals/jama-health-forum/fullarticle/2767238,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D420%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=Khl5dV4AfBUJ&ei=2Ih_Y4mJDOqK6rQP7ZGx8A4&json=","/scholar?q=related:Khl5dV4AfBUJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:Khl5dV4AfBUJ:scholar.google.com/&output=cite&scirp=429&hl=en,"""emergency department"" machine learning",0,0
1908,1909,nHrb0Pi7Wi0J,Pediatric severe sepsis prediction using machine learning,"distinct and substantially more deadly (23–25), and children with hospital-acquired sepsis  have higher risk of delayed sepsis care than those presenting to an emergency department (",le2019pediatric,Frontiers in pediatrics,,413,article,2019.0,Frontiers Media SA,Frontiers in …,7.0,59,431,"/scholar?cites=3268131156941044380&as_sdt=5,33&sciodt=1,33&hl=en",https://www.frontiersin.org/articles/10.3389/fped.2019.00413/full,https://www.frontiersin.org/articles/10.3389/fped.2019.00413/full,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D430%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=nHrb0Pi7Wi0J&ei=Uol_Y9CiC4W7ywTIwry4Bg&json=","/scholar?q=related:nHrb0Pi7Wi0J:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:nHrb0Pi7Wi0J:scholar.google.com/&output=cite&scirp=430&hl=en,"""emergency department"" machine learning",0,0
1910,1911,5uj4YaAAW0oJ,Prediction and prevention using deep learning,sepsis in the emergency department. This retrospective study 5 of adults with emergency  department visits for sepsis found that the machine learning model outperformed established,tsega2019prediction,JAMA Network Open,7,e197447--e197447,article,2019.0,American Medical Association,JAMA Network Open,2.0,3,433,"/scholar?cites=5357876870525806822&as_sdt=5,33&sciodt=1,33&hl=en",https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2738342,https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2738342,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D430%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=5uj4YaAAW0oJ&ei=Uol_Y9CiC4W7ywTIwry4Bg&json=","/scholar?q=related:5uj4YaAAW0oJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:5uj4YaAAW0oJ:scholar.google.com/&output=cite&scirp=432&hl=en,"""emergency department"" machine learning",0,0
1911,1912,u7rR-ci-OjQJ,Effect of a machine learning-based severe sepsis prediction algorithm on patient survival and hospital length of stay: a randomised clinical trial,"Further, because this trial was conducted in two ICUs, we cannot generalise the algorithm’s  performance in this study to other wards such as the emergency department or floor units,",shimabukuro2017effect,BMJ open respiratory research,1,e000234,article,2017.0,Archives of Disease in childhood,BMJ open …,4.0,218,435,"/scholar?cites=3763530209015478971&as_sdt=5,33&sciodt=1,33&hl=en",https://bmjopenrespres.bmj.com/content/4/1/e000234.abstract,https://bmjopenrespres.bmj.com/content/4/1/e000234.abstract,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D430%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=u7rR-ci-OjQJ&ei=Uol_Y9CiC4W7ywTIwry4Bg&json=","/scholar?q=related:u7rR-ci-OjQJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:u7rR-ci-OjQJ:scholar.google.com/&output=cite&scirp=434&hl=en,"""emergency department"" machine learning",0,0
1912,1913,dDKSI-HBUDYJ,Explainable AI (XAI) applied in machine learning for pain modeling: A review,"Chest pain constitutes the most emergency department  in patients presented to the emergency  department. Hence, the  general ward from the emergency department. This means the",madanu2022explainable,Technologies,3,74,article,2022.0,MDPI,Technologies,10.0,2,436,"/scholar?cites=3913841248893547124&as_sdt=5,33&sciodt=1,33&hl=en",https://www.mdpi.com/2227-7080/10/3/74/pdf,https://www.mdpi.com/1676294,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D430%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=dDKSI-HBUDYJ&ei=Uol_Y9CiC4W7ywTIwry4Bg&json=",,/scholar?hl=en&q=info:dDKSI-HBUDYJ:scholar.google.com/&output=cite&scirp=435&hl=en,"""emergency department"" machine learning",0,0
1913,1914,ARYWf_0_qTMJ,Predictors of firearm violence in urban communities: a machine-learning approach,"Two features of our machine learning approach are designed to reduce multicollinearity.   The data used for our study are emergency department, hospitalization, and death records.",goin2018predictors,Health \& place,,61--67,article,2018.0,Elsevier,Health & place,51.0,34,437,"/scholar?cites=3722576924989855233&as_sdt=5,33&sciodt=1,33&hl=en",https://www.sciencedirect.com/science/article/am/pii/S1353829217307621,https://www.sciencedirect.com/science/article/pii/S1353829217307621,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D430%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=ARYWf_0_qTMJ&ei=Uol_Y9CiC4W7ywTIwry4Bg&json=","/scholar?q=related:ARYWf_0_qTMJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:ARYWf_0_qTMJ:scholar.google.com/&output=cite&scirp=436&hl=en,"""emergency department"" machine learning",0,0
1914,1915,PyjvGLZPqqQJ,A simulation and optimization based method for calibrating agent-based emergency department models under data scarcity,calibrate a general emergency department model with incomplete  agent-based model of an  emergency department with real data scarcity.  Algorithms for interpretable machine learning,liu2017simulation,Computers \& Industrial Engineering,,300--309,article,2017.0,Elsevier,Computers & Industrial Engineering,103.0,65,438,"/scholar?cites=11865383811781961791&as_sdt=5,33&sciodt=1,33&hl=en",http://www.ccl.sesp.northwestern.edu/2017/liu.pdf,https://www.sciencedirect.com/science/article/pii/S0360835216304685,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D430%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=PyjvGLZPqqQJ&ei=Uol_Y9CiC4W7ywTIwry4Bg&json=","/scholar?q=related:PyjvGLZPqqQJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:PyjvGLZPqqQJ:scholar.google.com/&output=cite&scirp=437&hl=en,"""emergency department"" machine learning",0,0
1915,1916,4zvRF-2JxK0J,COVID-19 diagnosis prediction in emergency care patients: a machine learning approach,"17 and 30 of March 2020, there were 256 results for COVID-19 transcription polymerase  chain reaction (RTPCR) tests performed in patients admitted to the emergency department of",batista2020covid,MedRxiv,,,article,2020.0,,MedRxiv,,10,439,"/scholar?cites=12521284515396664291&as_sdt=5,33&sciodt=1,33&hl=en",https://www.academia.edu/download/73337101/2020.04.04.20052092.full.pdf,https://www.academia.edu/download/73337101/2020.04.04.20052092.full.pdf,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D430%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=4zvRF-2JxK0J&ei=Uol_Y9CiC4W7ywTIwry4Bg&json=","/scholar?q=related:4zvRF-2JxK0J:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:4zvRF-2JxK0J:scholar.google.com/&output=cite&scirp=438&hl=en,"""emergency department"" machine learning",0,0
1916,1917,qK5bqviLq2AJ,The National Trauma Data Bank story for emergency department thoracotomy: How old is too old?,"Advances in machine learning, predictive analytics, and increased standardization of  large databases such as the NTDB will allow us to better utilize evidence-based medicine for",gil2018national,Surgery,3,515--521,article,2018.0,Elsevier,Surgery,163.0,8,440,"/scholar?cites=6965815148784889512&as_sdt=5,33&sciodt=1,33&hl=en",,https://www.sciencedirect.com/science/article/pii/S0039606017308826,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D430%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=qK5bqviLq2AJ&ei=Uol_Y9CiC4W7ywTIwry4Bg&json=","/scholar?q=related:qK5bqviLq2AJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:qK5bqviLq2AJ:scholar.google.com/&output=cite&scirp=439&hl=en,"""emergency department"" machine learning",0,0
1917,1918,Ovv5EAloJwsJ,"The Sydney Triage to Admission Risk Tool (START) to predict Emergency Department Disposition: A derivation and internal validation study using retrospective state-wide data from New South Wales, Australia","Using more sophisticated machine learning techniques opens the possibility of more  40%  includes those patients admitted to Emergency Department short stay and observation units,",dinh2016sydney,BMC Emergency Medicine,1,1--7,article,2016.0,Springer,BMC Emergency …,16.0,25,441,"/scholar?cites=803725446657735482&as_sdt=5,33&sciodt=1,33&hl=en",https://link.springer.com/article/10.1186/s12873-016-0111-4,https://link.springer.com/article/10.1186/s12873-016-0111-4,"/citations?hl=en&xsrf=&continue=/scholar%3Fq%3D%2522emergency%2Bdepartment%2522%2Bmachine%2Blearning%26hl%3Den%26start%3D440%26as_sdt%3D1,33%26as_ylo%3D2012%26as_yhi%3D2022%26as_vis%3D1&citilm=1&update_op=library_add&info=Ovv5EAloJwsJ&ei=L4p_Y-f9K4uEmgG1z4vQAw&json=","/scholar?q=related:Ovv5EAloJwsJ:scholar.google.com/&scioq=%22emergency+department%22+machine+learning&hl=en&as_sdt=1,33&as_ylo=2012&as_yhi=2022&as_vis=1",/scholar?hl=en&q=info:Ovv5EAloJwsJ:scholar.google.com/&output=cite&scirp=440&hl=en,"""emergency department"" machine learning",0,0
